Statement,Header,Field Name,Field Value
Statement,Data,Title,Transaction History
Statement,Data,Period,"March 21, 2019 - December 31, 2021"
Statement,Data,WhenGenerated,"2026-03-21, 20:57:20 EDT"
Summary,Header,Field Name,Field Value
Summary,Data,Base Currency,USD
Summary,Data,Starting Cash,121459.230410043
Summary,Data,Change,185076.18997499303
Summary,Data,Ending Cash,306535.42038503604
Transaction History,Header,Date,Account,Description,Transaction Type,Symbol,Quantity,Price,Price Currency,Gross Amount ,Commission,Net Amount,Sub Type,Transaction Fees,Multiplier
Transaction History,Data,2021-03-17,U***2030,AMD 17SEP21 72.5 P,Sell,AMD   210917P00072500,-1.0,6.1,USD,610.0,-0.799281,609.200719,-,-,100.0
Transaction History,Data,2021-03-17,U***2030,AMD 19MAR21 50.0 C,Buy,AMD   210319C00050000,1.0,31.15,USD,-3115.0,-0.7338,-3115.7338,-,-,100.0
Transaction History,Data,2021-03-17,U***2030,AMD 21JAN22 80.0 C,Sell,AMD   220121C00080000,-1.0,14.13,USD,1413.0,-0.7670273,1412.2329727,-,-,100.0
Transaction History,Data,2021-03-17,U***132,AMD 19MAR21 50.0 C,Buy,AMD   210319C00050000,1.0,31.24,USD,-3124.0,-0.6338,-3124.6338,-,-,100.0
Transaction History,Data,2021-03-17,U***132,AMD 21JAN22 67.5 C,Sell,AMD   220121C00067500,-1.0,20.57,USD,2057.0,-0.6812597,2056.3187403,-,-,100.0
Transaction History,Data,2021-03-16,U***638,F 19MAR21 9.0 C,Buy,F     210319C00009000,1.0,3.71,USD,-371.0,-1.0838,-372.0838,-,-,100.0
Transaction History,Data,2021-03-16,U***638,F 21JAN22 10.0 C,Sell,F     220121C00010000,-1.0,3.76,USD,376.0,-1.0941096,374.9058904,-,-,100.0
Transaction History,Data,2021-03-16,U***2030,F 17SEP21 12.0 C,Sell,F     210917C00012000,-1.0,2.23,USD,223.0,-1.5807283,221.4192717,-,-,100.0
Transaction History,Data,2021-03-16,U***2030,F 19MAR21 11.0 C,Buy,F     210319C00011000,1.0,1.68,USD,-168.0,-1.5738,-169.5738,-,-,100.0
Transaction History,Data,2021-03-15,U***638,F 21JAN22 12.0 C,Sell,F     220121C00012000,-1.0,3.0,USD,300.0,-1.09243,298.90757,-,-,100.0
Transaction History,Data,2021-03-15,U***638,SLV 16JUL21 25.5 C,Sell,SLV   210716C00025500,-1.0,1.69,USD,169.0,-1.0895349,167.9104651,-,-,100.0
Transaction History,Data,2021-03-15,U***2030,F 21JAN22 12.0 C,Sell,F     220121C00012000,-1.0,3.02,USD,302.0,-1.0924742,300.9075258,-,-,100.0
Transaction History,Data,2021-03-15,U***638,F 19MAR21 12.0 C,Buy,F     210319C00012000,1.0,1.17,USD,-117.0,-1.5638,-118.5638,-,-,100.0
Transaction History,Data,2021-03-15,U***132,F 19MAR21 9.0 C,Buy,F     210319C00009000,1.0,4.25,USD,-425.0,-1.0838,-426.0838,-,-,100.0
Transaction History,Data,2021-03-15,U***132,F 20JAN23 10.0 C,Sell,F     230120C00010000,-1.0,5.15,USD,515.0,-1.0971815,513.9028185,-,-,100.0
Transaction History,Data,2021-03-15,U***638,SLV 16JUL21 26.0 C,Sell,SLV   210716C00026000,-1.0,1.51,USD,151.0,-1.0891371,149.9108629,-,-,100.0
Transaction History,Data,2021-03-15,U***2030,F 19MAR21 12.0 C,Buy,F     210319C00012000,1.0,1.4,USD,-140.0,-1.5838,-141.5838,-,-,100.0
Transaction History,Data,2021-03-15,U***2030,F 18JUN21 12.0 C,Sell,F     210618C00012000,-1.0,2.2,USD,220.0,-1.080662,218.919338,-,-,100.0
Transaction History,Data,2021-03-15,U***638,XOM 16JUL21 45.0 C,Buy,XOM   210716C00045000,1.0,16.97,USD,-1697.0,-1.0838,-1698.0838,-,-,100.0
Transaction History,Data,2021-03-15,U***132,XOM 16APR21 50.0 C,Buy,XOM   210416C00050000,1.0,11.68,USD,-1168.0,-1.0838,-1169.0838,-,-,100.0
Transaction History,Data,2021-03-15,U***132,XOM 21JAN22 70.0 C,Sell,XOM   220121C00070000,-1.0,3.7,USD,370.0,-1.093977,368.906023,-,-,100.0
Transaction History,Data,2021-03-15,U***2030,XOM 15OCT21 70.0 C,Sell,XOM   211015C00070000,-1.0,2.92,USD,292.0,-1.0922532,290.9077468,-,-,100.0
Transaction History,Data,2021-03-15,U***638,XOM 17SEP21 60.0 C,Sell,XOM   210917C00060000,-1.0,6.37,USD,637.0,-1.0998777,635.9001223,-,-,100.0
Transaction History,Data,2021-03-15,U***2030,F 19MAR21 11.0 C,Buy,F     210319C00011000,1.0,2.24,USD,-224.0,-1.0838,-225.0838,-,-,100.0
Transaction History,Data,2021-03-15,U***2030,XOM 16APR21 47.5 C,Buy,XOM   210416C00047500,1.0,13.96,USD,-1396.0,-1.0838,-1397.0838,-,-,100.0
Transaction History,Data,2021-03-15,U***638,SLV 16JUL21 24.5 C,Sell,SLV   210716C00024500,-1.0,2.02,USD,202.0,-1.0902642,200.9097358,-,-,100.0
Transaction History,Data,2021-03-15,U***638,SLV 19MAR21 20.5 C,Sell,SLV   210319C00020500,-1.0,3.74,USD,374.0,-1.0940654,372.9059346,-,-,100.0
Transaction History,Data,2021-03-15,U***638,SLV 16APR21 26.0 C,Sell,SLV   210416C00026000,-1.0,0.46,USD,46.0,-1.0868166,44.9131834,-,-,100.0
Transaction History,Data,2021-03-15,U***638,SLV 21JAN22 24.0 C,Buy,SLV   220121C00024000,1.0,3.66,USD,-366.0,-1.0838,-367.0838,-,-,100.0
Transaction History,Data,2021-03-15,U***638,SLV 21MAY21 25.5 C,Sell,SLV   210521C00025500,-1.0,1.1,USD,110.0,-1.088231,108.911769,-,-,100.0
Transaction History,Data,2021-03-15,U***638,SLV 16JUL21 25.0 C,Sell,SLV   210716C00025000,-1.0,1.8,USD,180.0,-1.089778,178.910222,-,-,100.0
Transaction History,Data,2021-03-12,U***2030,RXT 19MAR21 25.0 C,Buy,RXT   210319C00025000,1.0,0.1,USD,-10.0,-1.9338,-11.9338,-,-,100.0
Transaction History,Data,2021-03-12,U***638,SLV 16APR21 30.0 C,Buy,SLV   210416C00030000,1.0,0.12,USD,-12.0,-1.5138,-13.5138,-,-,100.0
Transaction History,Data,2021-03-12,U***638,SLV 16APR21 24.0 C,Buy,SLV   210416C00024000,1.0,1.0,USD,-100.0,-1.5638,-101.5638,-,-,100.0
Transaction History,Data,2021-03-12,U***638,XOM 16APR21 67.5 C,Sell,XOM   210416C00067500,-1.0,0.91,USD,91.0,-0.7878111,90.2121889,-,-,100.0
Transaction History,Data,2021-03-12,U***2030,EXXON MOBIL CORP,Buy,XOM,100.0,61.938,USD,-6193.8,-1.0,-6194.8,-,-,1.0
Transaction History,Data,2021-03-12,U***638,EXXON MOBIL CORP,Buy,XOM,100.0,61.908,USD,-6190.8,-1.0,-6191.8,-,-,1.0
Transaction History,Data,2021-03-12,U***2030,XOM 16APR21 75.0 C,Sell,XOM   210416C00075000,-1.0,0.2,USD,20.0,-1.086242,18.913758,-,-,100.0
Transaction History,Data,2021-03-12,U***2030,CEL-SCI CORP,Sell,CVM,-100.0,19.6827,USD,1968.27,-1.021938177,1967.248061823,-,-,1.0
Transaction History,Data,2021-03-12,U***2030,DBX 16APR21 30.0 C,Sell,DBX   210416C00030000,-1.0,0.93,USD,93.0,-0.7878553,92.2121447,-,-,100.0
Transaction History,Data,2021-03-12,U***2030,RACKSPACE TECHNOLOGY INC,Sell,RXT,-100.0,20.64,USD,2064.0,-1.0224264,2062.9775736,-,-,1.0
Transaction History,Data,2021-03-12,U***638,SLV 21JAN22 24.0 C,Sell,SLV   220121C00024000,-1.0,3.34,USD,334.0,-0.6431814,333.3568186,-,-,100.0
Transaction History,Data,2021-03-12,U***638,SLV 19MAR21 20.5 C,Buy,SLV   210319C00020500,1.0,3.27,USD,-327.0,-0.6338,-327.6338,-,-,100.0
Transaction History,Data,2021-03-12,U***2030,CEL-SCI CORP,Sell,CVM,-81.0,19.72,USD,1597.32,-1.017785332,1596.302214668,-,-,1.0
Transaction History,Data,2021-03-12,U***2030,CEL-SCI CORP,Sell,CVM,-19.0,19.72,USD,374.68,-0.004171868,374.675828132,-,-,1.0
Transaction History,Data,2021-03-12,U***638,CEL-SCI CORP,Sell,CVM,-100.0,19.76,USD,1976.0,-1.0219776,1974.9780224,-,-,1.0
Transaction History,Data,2021-03-12,U***2030,CEL-SCI CORP,Sell,CVM,-100.0,19.78,USD,1978.0,-1.0219878,1976.9780122,-,-,1.0
Transaction History,Data,2021-03-12,U***638,XOM 21JAN22 45.0 C,Buy,XOM   220121C00045000,1.0,17.59,USD,-1759.0,-0.7838,-1759.7838,-,-,100.0
Transaction History,Data,2021-03-12,U***2030,XOM 15OCT21 70.0 C,Sell,XOM   211015C00070000,-1.0,2.95,USD,295.0,-0.8423195,294.1576805,-,-,100.0
Transaction History,Data,2021-03-12,U***638,XOM 15OCT21 67.5 C,Sell,XOM   211015C00067500,-1.0,3.68,USD,368.0,-0.6439328,367.3560672,-,-,100.0
Transaction History,Data,2021-03-12,U***638,XOM 19MAR21 52.5 C,Buy,XOM   210319C00052500,1.0,9.12,USD,-912.0,-0.6338,-912.6338,-,-,100.0
Transaction History,Data,2021-03-12,U***2030,XOM 21MAY21 47.5 C,Buy,XOM   210521C00047500,1.0,14.51,USD,-1451.0,-0.6338,-1451.6338,-,-,100.0
Transaction History,Data,2021-03-12,U***2030,XOM 21MAY21 47.5 C,Buy,XOM   210521C00047500,1.0,14.45,USD,-1445.0,-0.1338,-1445.1338,-,-,100.0
Transaction History,Data,2021-03-12,U***2030,XOM 15OCT21 70.0 C,Sell,XOM   211015C00070000,-1.0,3.01,USD,301.0,0.0575479,301.0575479,-,-,100.0
Transaction History,Data,2021-03-12,U***2030,XOM 15OCT21 65.0 C,Sell,XOM   211015C00065000,-1.0,4.57,USD,457.0,-0.6458997,456.3541003,-,-,100.0
Transaction History,Data,2021-03-12,U***2030,XOM 16APR21 45.0 C,Buy,XOM   210416C00045000,1.0,16.79,USD,-1679.0,-0.6338,-1679.6338,-,-,100.0
Transaction History,Data,2021-03-12,U***132,ORCL 21JAN22 65.0 C,Sell,ORCL  220121C00065000,-1.0,7.85,USD,785.0,-0.6531485,784.3468515,-,-,100.0
Transaction History,Data,2021-03-12,U***132,ORCL 19MAR21 62.5 C,Buy,ORCL  210319C00062500,1.0,4.76,USD,-476.0,-0.6338,-476.6338,-,-,100.0
Transaction History,Data,2021-03-12,U***638,XOM 21JAN22 70.0 C,Sell,XOM   220121C00070000,-1.0,3.97,USD,397.0,-0.6445737,396.3554263,-,-,100.0
Transaction History,Data,2021-03-12,U***638,XOM 19MAR21 50.0 C,Buy,XOM   210319C00050000,1.0,11.92,USD,-1192.0,-0.6338,-1192.6338,-,-,100.0
Transaction History,Data,2021-03-12,U***638,CEL-SCI CORP,Sell,CVM,-100.0,19.53,USD,1953.0,-1.0218603,1951.9781397,-,-,1.0
Transaction History,Data,2021-03-12,U***2030,CEL-SCI CORP,Sell,CVM,-100.0,19.68,USD,1968.0,-1.0219368,1966.9780632,-,-,1.0
Transaction History,Data,2021-03-12,U***2030,XOM 19MAR21 60.0 C,Buy,XOM   210319C00060000,1.0,2.51,USD,-251.0,-0.6338,-251.6338,-,-,100.0
Transaction History,Data,2021-03-12,U***2030,XOM 15OCT21 70.0 C,Sell,XOM   211015C00070000,-1.0,3.23,USD,323.0,-0.6429383,322.3570617,-,-,100.0
Transaction History,Data,2021-03-12,U***2030,XOM 16APR21 50.0 C,Buy,XOM   210416C00050000,1.0,12.28,USD,-1228.0,-0.6338,-1228.6338,-,-,100.0
Transaction History,Data,2021-03-12,U***638,F 20JAN23 10.0 C,Sell,F     230120C00010000,-1.0,4.9,USD,490.0,-0.646629,489.353371,-,-,100.0
Transaction History,Data,2021-03-12,U***638,F 19MAR21 8.0 C,Buy,F     210319C00008000,1.0,4.99,USD,-499.0,-0.6338,-499.6338,-,-,100.0
Transaction History,Data,2021-03-12,U***2030,XOM 15OCT21 65.0 C,Sell,XOM   211015C00065000,-1.0,4.85,USD,485.0,-0.6465185,484.3534815,-,-,100.0
Transaction History,Data,2021-03-12,U***2030,XOM 15OCT21 65.0 C,Sell,XOM   211015C00065000,-1.0,4.85,USD,485.0,-0.0965185,484.9034815,-,-,100.0
Transaction History,Data,2021-03-12,U***2030,XOM 16JUL21 60.0 C,Sell,XOM   210716C00060000,-1.0,5.86,USD,586.0,-0.6487506,585.3512494,-,-,100.0
Transaction History,Data,2021-03-12,U***2030,XOM 19MAR21 52.5 C,Buy,XOM   210319C00052500,1.0,9.58,USD,-958.0,-0.6338,-958.6338,-,-,100.0
Transaction History,Data,2021-03-12,U***2030,XOM 19MAR21 52.5 C,Buy,XOM   210319C00052500,1.0,9.58,USD,-958.0,-0.0838,-958.0838,-,-,100.0
Transaction History,Data,2021-03-12,U***638,SLV 19MAR21 20.5 C,Buy,SLV   210319C00020500,1.0,3.23,USD,-323.0,-1.5538,-324.5538,-,-,100.0
Transaction History,Data,2021-03-12,U***638,SLV 30JUN21 21.0 C,Sell,SLV   210630C00021000,-1.0,3.38,USD,338.0,-1.5632698,336.4367302,-,-,100.0
Transaction History,Data,2021-03-12,U***638,F 16APR21 13.0 C,Sell,F     210416C00013000,-1.0,0.86,USD,86.0,-1.5777006,84.4222994,-,-,100.0
Transaction History,Data,2021-03-12,U***638,F 19MAR21 13.0 C,Buy,F     210319C00013000,1.0,0.41,USD,-41.0,-1.5738,-42.5738,-,-,100.0
Transaction History,Data,2021-03-11,U***2030,ORCL 19MAR21 62.5 C,Buy,ORCL  210319C00062500,1.0,3.51,USD,-351.0,-1.0838,-352.0838,-,-,100.0
Transaction History,Data,2021-03-11,U***2030,ORCL 01APR21 62.5 C,Sell,ORCL  210401C00062500,-1.0,3.95,USD,395.0,-1.0945295,393.9054705,-,-,100.0
Transaction History,Data,2021-03-10,U***132,XOM(US30231G1022) Cash Dividend USD 0.87 per Share (Ordinary Dividend),Dividend,XOM,-,-,-,435.0,-,435.0,-,-,1.0
Transaction History,Data,2021-03-10,U***2030,XOM(US30231G1022) Cash Dividend USD 0.87 per Share (Ordinary Dividend),Dividend,XOM,-,-,-,3045.0,-,3045.0,-,-,1.0
Transaction History,Data,2021-03-10,U***638,XOM(US30231G1022) Cash Dividend USD 0.87 per Share (Ordinary Dividend),Dividend,XOM,-,-,-,1044.0,-,1044.0,-,-,1.0
Transaction History,Data,2021-03-03,U***638,K*****70:US Consolidated Snapshot for Feb 2021,Other Fee,-,-,-,-,0.01,-,0.01,-,-,1.0
Transaction History,Data,2021-03-03,U***638,K*****70:OPRA NP L1 for Feb 2021,Other Fee,-,-,-,-,1.5,-,1.5,-,-,1.0
Transaction History,Data,2021-03-03,U***638,K*****70:US Consolidated Snapshot for Feb 2021,Other Fee,-,-,-,-,-0.01,-,-0.01,-,-,1.0
Transaction History,Data,2021-03-02,U***638,K*****70:OPRA NP L1 for Mar 2021,Other Fee,-,-,-,-,-1.5,-,-1.5,-,-,1.0
Transaction History,Data,2021-02-25,U***638,Disbursement Initiated by Kenneth I Macpherson,Withdrawal,-,-,-,-,-10100.0,-,-10100.0,-,-,1.0
Transaction History,Data,2021-02-25,U***638,Disbursement Initiated by Kenneth I Macpherson,Withdrawal,-,-,-,-,-10100.0,-,-10100.0,-,-,1.0
Transaction History,Data,2021-02-25,U***638,Cancellation,Deposit,-,-,-,-,10100.0,-,10100.0,-,-,1.0
Transaction History,Data,2021-02-24,U***638,F 19MAR21 9.0 P,Buy,F     210319P00009000,1.0,0.02,USD,-2.0,-1.0738,-3.0738000000000003,-,-,100.0
Transaction History,Data,2021-02-23,U***2030,AMD 16APR21 60.0 C,Sell,AMD   210416C00060000,-1.0,21.38,USD,2138.0,-1.1330498,2136.8669502,-,-,100.0
Transaction History,Data,2021-02-23,U***2030,AMD 19MAR21 40.0 C,Buy,AMD   210319C00040000,1.0,40.91,USD,-4091.0,-1.0838,-4092.0838,-,-,100.0
Transaction History,Data,2021-02-22,U***638,PHG 15OCT21 55.0 C,Sell,PHG   211015C00055000,-1.0,5.5,USD,550.0,-0.237955,549.762045,-,-,100.0
Transaction History,Data,2021-02-22,U***2030,XOM 19MAR21 55.0 C,Buy,XOM   210319C00055000,1.0,1.25,USD,-125.0,-1.0838,-126.0838,-,-,100.0
Transaction History,Data,2021-02-22,U***638,PHG 16APR21 55.0 C,Sell,PHG   210416C00055000,-1.0,3.2,USD,320.0,-0.242872,319.757128,-,-,100.0
Transaction History,Data,2021-02-22,U***2030,AMD 19MAR21 45.0 C,Buy,AMD   210319C00045000,1.0,43.1,USD,-4310.0,-1.0838,-4311.0838,-,-,100.0
Transaction History,Data,2021-02-22,U***2030,XOM 16APR21 55.0 C,Sell,XOM   210416C00055000,-1.0,2.17,USD,217.0,-1.0905957,215.9094043,-,-,100.0
Transaction History,Data,2021-02-22,U***2030,AMD 15OCT21 85.0 C,Sell,AMD   211015C00085000,-1.0,15.86,USD,1586.0,-1.1208506,1584.8791494,-,-,100.0
Transaction History,Data,2021-02-19,U***638,DBX 19FEB21 22.0 C,Buy,DBX   210219C00022000,1.0,1.72,USD,-172.0,-0.6338,-172.6338,-,-,100.0
Transaction History,Data,2021-02-19,U***638,DBX 16APR21 23.0 C,Sell,DBX   210416C00023000,-1.0,2.56,USD,256.0,-0.6414576,255.3585424,-,-,100.0
Transaction History,Data,2021-02-19,U***2030,XOM 15OCT21 52.5 C,Sell,XOM   211015C00052500,-1.0,5.49,USD,549.0,-0.6479329,548.3520671,-,-,100.0
Transaction History,Data,2021-02-19,U***2030,XOM 19MAR21 50.0 C,Buy,XOM   210319C00050000,1.0,3.44,USD,-344.0,-0.6338,-344.6338,-,-,100.0
Transaction History,Data,2021-02-19,U***2030,XOM 16JUL21 55.0 C,Sell,XOM   210716C00055000,-1.0,3.52,USD,352.0,-0.6435792,351.3564208,-,-,100.0
Transaction History,Data,2021-02-19,U***2030,XOM 19MAR21 47.5 C,Buy,XOM   210319C00047500,1.0,5.34,USD,-534.0,-0.6338,-534.6338,-,-,100.0
Transaction History,Data,2021-02-19,U***638,DBX 16APR21 19.0 P,Sell,DBX   210416P00019000,-1.0,0.48,USD,48.0,-0.7868608,47.2131392,-,-,100.0
Transaction History,Data,2021-02-19,U***638,F 19MAR21 8.0 P,Buy,F     210319P00008000,1.0,0.02,USD,-2.0,-1.5738,-3.5738000000000003,-,-,100.0
Transaction History,Data,2021-02-19,U***638,ORCL 16APR21 62.5 C,Sell,ORCL  210416C00062500,-1.0,2.36,USD,236.0,-0.7910156,235.2089844,-,-,100.0
Transaction History,Data,2021-02-19,U***638,CVM 16APR21 25.0 C,Sell,CVM   210416C00025000,-1.0,4.1,USD,410.0,-0.344861,409.655139,-,-,100.0
Transaction History,Data,2021-02-19,U***638,CVM 16APR21 30.0 C,Sell,CVM   210416C00030000,-1.0,3.2,USD,320.0,-0.232872,319.767128,-,-,100.0
Transaction History,Data,2021-02-19,U***2030,F 19MAR21 12.0 C,Sell,F     210319C00012000,-1.0,0.37,USD,37.0,-1.0866177,35.9133823,-,-,100.0
Transaction History,Data,2021-02-19,U***638,F 16APR21 13.0 C,Sell,F     210416C00013000,-1.0,0.36,USD,36.0,-1.0865956,34.9134044,-,-,100.0
Transaction History,Data,2021-02-19,U***638,F 16APR21 12.0 C,Sell,F     210416C00012000,-1.0,0.65,USD,65.0,-1.0772365,63.9227635,-,-,100.0
Transaction History,Data,2021-02-19,U***638,F 19MAR21 13.0 C,Sell,F     210319C00013000,-1.0,0.15,USD,15.0,-1.0761315,13.9238685,-,-,100.0
Transaction History,Data,2021-02-19,U***638,DBX 16APR21 24.0 C,Sell,DBX   210416C00024000,-1.0,2.11,USD,211.0,-1.0904631,209.9095369,-,-,100.0
Transaction History,Data,2021-02-19,U***638,F 19MAR21 12.0 C,Sell,F     210319C00012000,-1.0,0.38,USD,38.0,-1.0766398,36.9233602,-,-,100.0
Transaction History,Data,2021-02-18,U***2030,F 19MAR21 9.0 C,Buy,F     210319C00009000,1.0,2.32,USD,-232.0,-1.0838,-233.0838,-,-,100.0
Transaction History,Data,2021-02-18,U***2030,F 19MAR21 10.0 C,Buy,F     210319C00010000,1.0,1.54,USD,-154.0,-1.0838,-155.0838,-,-,100.0
Transaction History,Data,2021-02-18,U***2030,F 17SEP21 10.0 C,Sell,F     210917C00010000,-1.0,2.35,USD,235.0,-1.0909935,233.9090065,-,-,100.0
Transaction History,Data,2021-02-18,U***2030,F 17SEP21 12.0 C,Sell,F     210917C00012000,-1.0,1.58,USD,158.0,-1.0892918,156.9107082,-,-,100.0
Transaction History,Data,2021-02-17,U***132,F 17SEP21 10.0 C,Sell,F     210917C00010000,-1.0,2.53,USD,253.0,-1.5613913,251.4386087,-,-,100.0
Transaction History,Data,2021-02-17,U***132,F 19MAR21 9.0 C,Buy,F     210319C00009000,1.0,2.51,USD,-251.0,-1.5538,-252.5538,-,-,100.0
Transaction History,Data,2021-02-17,U***2030,F 19MAR21 8.0 P,Buy,F     210319P00008000,1.0,0.02,USD,-2.0,-0.6638,-2.6638,-,-,100.0
Transaction History,Data,2021-02-17,U***2030,AMD 19MAR21 38.0 C,Buy,AMD   210319C00038000,1.0,51.58,USD,-5158.0,-1.0838,-5159.0838,-,-,100.0
Transaction History,Data,2021-02-17,U***132,DBX 16APR21 24.0 C,Sell,DBX   210416C00024000,-1.0,2.9,USD,290.0,-1.092209,288.907791,-,-,100.0
Transaction History,Data,2021-02-17,U***132,SLV 31DEC21 24.0 C,Sell,SLV   211231C00024000,-1.0,4.33,USD,433.0,-1.0953693,431.9046307,-,-,100.0
Transaction History,Data,2021-02-17,U***132,SLV 19MAR21 21.0 C,Buy,SLV   210319C00021000,1.0,4.22,USD,-422.0,-1.0838,-423.0838,-,-,100.0
Transaction History,Data,2021-02-17,U***2030,AMD 21JAN22 70.0 C,Sell,AMD   220121C00070000,-1.0,27.71,USD,2771.0,-1.1470391,2769.8529609,-,-,100.0
Transaction History,Data,2021-02-17,U***2030,F 21JAN22 12.0 C,Sell,F     220121C00012000,-1.0,2.2,USD,220.0,-1.090662,218.909338,-,-,100.0
Transaction History,Data,2021-02-17,U***132,SLV 30JUN21 25.0 C,Sell,SLV   210630C00025000,-1.0,2.55,USD,255.0,-0.8414355,254.1585645,-,-,100.0
Transaction History,Data,2021-02-17,U***132,SLV 19MAR21 24.0 C,Buy,SLV   210319C00024000,1.0,1.72,USD,-172.0,-0.8338,-172.8338,-,-,100.0
Transaction History,Data,2021-02-17,U***2030,F 18JUN21 11.0 C,Sell,F     210618C00011000,-1.0,1.59,USD,159.0,-1.0893139,157.9106861,-,-,100.0
Transaction History,Data,2021-02-17,U***2030,F 19MAR21 10.0 C,Buy,F     210319C00010000,1.0,1.64,USD,-164.0,-1.0838,-165.0838,-,-,100.0
Transaction History,Data,2021-02-17,U***132,DBX 19FEB21 23.0 C,Buy,DBX   210219C00023000,1.0,1.81,USD,-181.0,-1.0838,-182.0838,-,-,100.0
Transaction History,Data,2021-02-17,U***132,SLV 30JUN21 25.0 C,Sell,SLV   210630C00025000,-1.0,2.57,USD,257.0,-1.5614797,255.4385203,-,-,100.0
Transaction History,Data,2021-02-17,U***2030,F 19MAR21 10.0 C,Buy,F     210319C00010000,1.0,1.68,USD,-168.0,-1.0838,-169.0838,-,-,100.0
Transaction History,Data,2021-02-17,U***132,SLV 19MAR21 23.0 C,Buy,SLV   210319C00023000,1.0,2.5,USD,-250.0,-1.5538,-251.5538,-,-,100.0
